type,word,german,english
noun,Zweck,"Ich glaube, es hat keinen Zweck, sich zu bewerben. Der Job ist sicher schon weg.",I don't think there's any point in applying. The job is probably already gone.
noun,Gedanke,Ich muss zuerst meine Gedanken sammeln.,I have to gather my thoughts first.
noun,Gedanke,Dein Hinweis bringt mich auf einen Gedanken.,Your comment gives me an idea.
noun,Gedanke,Der Gedanke an das Unglück macht uns traurig.,The thought of misfortune makes us sad.
noun,Gedanke,"Lass uns einen Ausflug machen, damit du auf andere Gedanken kommst.",Let's go on a trip to take your mind off things.
noun,Gedanke,Sie ist ganz in Gedanken versunken.,She is completely lost in thought.
noun,Holz,Möchten Sie ein Regal aus Holz oder aus Metall?,Would you like a wooden or metal shelf?
noun,Scheidung,Wann war die Scheidung?,When was the divorce?
noun,Bart,John trägt jetzt einen Bart.,John now has a beard.
verb,riechen,Dieses Parfüm riecht sehr gut.,This perfume smells very good.
verb,riechen,Im ganzen Haus riecht es nach Farbe.,The whole house smells of paint.
verb,riechen,Ich bin erkältet. Ich kann nichts riechen.,I have a cold. I can't smell anything.
other,begeistert,Es war ein tolles Konzert. Ich bin begeistert.,It was a great concert. I am thrilled.
noun,Ei,Möchtest du zum Frühstück ein Ei?,Would you like an egg for breakfast?
other,solch-,Solche Schuhe finde ich toll.,I think shoes like these are great.
other,meist(ens),Meistens trinke ich zum Frühstück nur einen Kaffee.,I usually just have a coffee for breakfast.
other,meist(ens),"Seid ihr am Wochenende zu Hause? – Ja, meistens.","Are you at home at the weekend? - Yes, most of the time."
noun,Stress,Ich habe bei der Arbeit viel Stress.,I have a lot of stress at work.
other,soviel,"Soviel ich weiß, hat dieses Restaurant heute Ruhetag.","As far as I know, this restaurant is closed today."
other,so viel/so viel wie,Ich habe so viel gegessen. Jetzt ist mir schlecht.,I've eaten so much. Now I feel sick.
other,so viel/so viel wie,Ich verdiene nur halb so viel wie er.,I only earn half as much as he does.
noun,Stimmung,Es war eine tolle Party. Die Stimmung war sehr gut.,It was a great party. The atmosphere was very good.
noun,"Künstler, Künstlerin",In diesem Stadtteil wohnen viele Künstlerinnen. Neben uns wohnt eine Musikerin.,Many female artists live in this part of town. A musician lives next door to us.
verb,wachsen,Mein Sohn ist sehr gewachsen. Er ist jetzt schon größer als ich.,My son has grown a lot. He is now taller than me.
verb,wachsen,Ich will mir die Haare wachsen lassen.,I want to let my hair grow.
verb,wachsen,In meinem Garten wachsen Tomaten und Kartoffeln.,I grow tomatoes and potatoes in my garden.
noun,Urteil,Dein Urteil ist für mich sehr wichtig.,Your judgment is very important to me.
noun,Urteil,Das Urteil des Gerichts erscheint mir zu hart.,The court's judgment seems too harsh to me.
noun,Verlust,Der Verlust meiner Uhr ärgert mich sehr.,I am very upset about losing my watch.
noun,Gaststätte,Ich arbeite seit einem Monat in einer Gaststätte.,I have been working in a restaurant for a month.
noun,Schulter,Ich habe Schmerzen in der rechten Schulter.,I have pain in my right shoulder.
verb,anbieten,Darf ich Ihnen etwas zu trinken anbieten?,May I offer you something to drink?
verb,verwenden,Dieses Wort wird oft verwendet.,This word is often used.
noun,Unterricht,Der Unterricht dauert von 17 bis 19 Uhr.,The lessons last from 5 to 7 pm.
noun,Fett,Man soll nicht so viel Fett essen.,You shouldn't eat so much fat.
other,fett,Die Wurst ist mir zu fett.,The sausage is too fatty for me.
other,fett,Das ist aber eine fette Katze!,That's one fat cat!
verb,achten,"Achten Sie bitte darauf, dass Sie abschließen, wenn Sie gehen.",Please make sure that you lock up when you leave.
other,gewohnt,"Ich bin gewohnt, früh ins Bett zu gehen.",I'm used to going to bed early.
verb,einladen,Darf ich Sie zum Essen einladen?,May I invite you to dinner?
noun,Käse,Möchtest du Käse aufs Brot?,Would you like cheese on your bread?
verb,aufwachen,Von dem Lärm bin ich aufgewacht.,I woke up to the noise.
noun,Uniform,"In der Schule, die sie besucht, trägt man Uniformen.",Uniforms are worn at the school she attends.
noun,Gesundheit,Sie müssen mehr auf Ihre Gesundheit achten.,You need to pay more attention to your health.
noun,Gesundheit,Gesundheit! Sind Sie erkältet?,Health! Do you have a cold?
noun,Abenteuer,Unser Urlaub war ein tolles Abenteuer.,Our vacation was a great adventure.
noun,Abenteuer,Die Kinder lieben Abenteuergeschichten.,Children love adventure stories.
verb,wiederholen,Ich wiederhole: Die Nummer ist 3487.,I repeat: the number is 3487.
verb,bestellen,Wir haben Pizza bestellt.,We ordered pizza.
verb,bestellen,Ich bin für 16 Uhr zum Vorstellungsgespräch bestellt.,I am scheduled for an interview at 4 pm.
verb,bestellen,Ich soll Ihnen Grüße von Frau Meier bestellen.,Mrs. Meier sent her regards.
other,freiwillig,Manchmal bleibe ich freiwillig länger im Büro.,Sometimes I voluntarily stay in the office longer.
noun,"Zeuge, Zeugin",Die Polizei sucht noch Zeugen für den Unfall.,The police are still looking for witnesses to the accident.
noun,Reifen,Ihr Wagen braucht neue Reifen.,Your car needs new tires.
verb,schenken,Wir wollen dir zum Geburtstag etwas schenken.,We want to give you a birthday present.
noun,Realität,Das gefällt dir nicht? Aber das ist die Realität.,You don't like that? But that's the reality.
noun,Öffentlichkeit,Von solchen Dingen erfährt die Öffentlichkeit nur selten.,The public rarely hears about such things.
noun,Öffentlichkeit,Ich möchte in der Öffentlichkeit nicht streiten.,I don't want to argue in public.
noun,"Verbrecher, Verbrecherin",Die Polizei hat den Verbrecher verhaftet.,The police have arrested the criminal.
verb,liefern,Wir liefern Ihnen das Regal direkt ins Haus.,We deliver the shelf directly to your home.
verb,berichten,Alle Zeitungen haben über den Unfall berichtet.,All the newspapers reported on the accident.
verb,(sich) verabschieden,Ich wurde von meinen Freunden sehr nett verabschiedet.,I was given a very nice send-off by my friends.
verb,(sich) verabschieden,Es ist schon 23 Uhr. Ich möchte mich verabschieden.,It's already 11 pm. I would like to say goodbye.
noun,Antrag,Haben Sie schon einen Antrag für das Wohngeld ausgefüllt?,Have you already filled out an application for housing benefit?
noun,Verdacht,"Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht.","Who took the money from the till? - I don't know, but I have my suspicions."
noun,Verdacht,Wen haben Sie in Verdacht?,Who do you suspect?
noun,e-card,Haben Sie Ihre e-card dabei?,Do you have your e-card with you?
noun,"Patient, Patientin",Ich bin Patientin bei Dr. Hausner. Ich möchte bitte einen Termin.,I am a patient of Dr. Hausner. I would like an appointment please.
verb,(sich) vorbereiten,Am Sonntag machen wir ein kleines Fest. Ich muss noch viel dafür vorbereiten.,We're having a little party on Sunday. I still have a lot to prepare for it.
verb,(sich) vorbereiten,Ich muss mich auf meine Prüfung vorbereiten.,I have to prepare for my exam.
noun,Zucker,Nehmen Sie Zucker in den Tee?,Do you put sugar in your tea?
noun,Tasse,Die Tassen sind von meiner Großmutter.,The cups are from my grandmother.
noun,Tasse,Möchten Sie eine Tasse Kaffee?,Would you like a cup of coffee?
noun,Magen,Mit tut der Magen weh. Ich habe Magenschmerzen.,My stomach hurts. My stomach hurts.
noun,Serie,"Meine Tochter liebt es, im Fernsehen Serien zu schauen.",My daughter loves watching series on television.
noun,Markt,Ich gehe heute auf den Markt.,I'm going to the market today.
noun,Markt,Mittwochs und samstags ist bei uns Markt.,We have a market on Wednesdays and Saturdays.
other,korrekt,Ich habe die Rechnung geprüft. Alles ist korrekt.,I have checked the invoice. Everything is correct.
other,im Freien,Wir wollen heute im Freien übernachten.,We want to spend the night outdoors tonight.
verb,(sich) schneiden,Das Messer schneidet nicht.,The knife does not cut.
verb,(sich) schneiden,Hast du ein Pflaster? Ich habe mich geschnitten.,Do you have a plaster? I've cut myself.
verb,(sich) schneiden,Wann lässt du deine Haare schneiden?,When do you get your hair cut?
verb,sammeln,Mein Bruder sammelt Briefmarken.,My brother collects stamps.
verb,sammeln,Im Herbst sammeln wir im Wald Pilze.,"In the fall, we collect mushrooms in the forest."
noun,Wissenschaft,Vertreter von Kunst und Wissenschaft treffen sich heute in Berlin.,Representatives from the worlds of art and science are meeting in Berlin today.
noun,Ursache,Kennt man schon die Unfallursache?,Do you already know the cause of the accident?
noun,Ursache,Vielen Dank! – Keine Ursache!,Thank you very much! - You're welcome!
noun,Bereich,In welchem Bereich möchten Sie arbeiten?,In which area would you like to work?
noun,Bereich,Umfahren Sie den Baustellenbereich.,Drive around the roadworks area.
other,meinetwegen,Meinetwegen kannst du heute das Auto haben.,You can have the car today for all I care.
verb,ausziehen,Willst du den Mantel nicht ausziehen?,Don't you want to take off your coat?
verb,ausziehen,Müllers sind schon vor vier Wochen ausgezogen.,The Müllers moved out four weeks ago.
noun,Viertel,Wir wohnen in einem schönen Viertel.,We live in a nice neighborhood.
noun,Roman,Ich lese gern Romane.,I like reading novels.
other,pünktlich,Seien Sie bitte pünktlich.,Please be on time.
other,pünktlich,Der Bus fährt pünktlich um acht Uhr.,The bus leaves punctually at eight o'clock.
verb,erfüllen,Sie müssen den Vertrag in allen Punkten erfüllen.,You must fulfill the contract in all respects.
verb,erfüllen,Wir erfüllen Ihnen jeden Wunsch.,We fulfill your every wish.
noun,Empfang,Bitte den Empfang bestätigen!,Please confirm receipt!
noun,Empfang,Ich bin mit dem Fernseher nicht zufrieden. Der Empfang ist sehr schlecht.,I am not satisfied with the TV. The reception is very poor.
noun,Empfang,Zur Firmeneröffnung bitten wir zu einem kleinen Empfang.,We invite you to a small reception at the company opening.
noun,Titel,Wie heißt der Film? – Ich weiß den Titel nicht mehr.,What is the name of the movie? - I can't remember the title.
noun,Titel,"Haben Sie einen Titel? – Ja, Doktor.","Do you have a title? - Yes, doctor."
noun,Stil,Ihr Stil ist sehr elegant.,Her style is very elegant.
noun,Stil,Das Gebäude gefällt mir. Welcher Baustil ist das?,I like the building. What architectural style is it?
noun,Einfluss,Das Wetter hat Einfluss auf die Gesundheit der Menschen.,The weather has an impact on people's health.
verb,sparen,"Ein Auto ist mir zu teuer, ich muss sparen.","A car is too expensive for me, I have to save money."
verb,sparen,"Um Strom zu sparen, schalten wir die Heizung nachts aus.","To save electricity, we switch off the heating at night."
noun,Miete,Unsere Miete ist sehr hoch.,Our rent is very high.
noun,Miete,Wie viel Miete bezahlst du?,How much rent do you pay?
other,daneben,"Du weißt doch, wo die Post ist. Gleich daneben ist die Bank.",You know where the post office is. The bank is right next door.
verb,prüfen,"Bitte prüfen Sie sofort, ob die Rechnung stimmt.",Please check immediately whether the invoice is correct.
verb,(sich) fürchten,Sie fürchtet sich vor Schlangen.,She is afraid of snakes.
noun,Training,Jeden Dienstag ist Training.,Training is every Tuesday.
noun,Training,Ich gehe jede Woche zum Training.,I go to training every week.
noun,Suppe,Schmeckt dir die Suppe?,Do you like the soup?
noun,Sitz,Ich suche für meinen Sohn einen Sitz fürs Auto. Erst ist erst drei Jahre alt.,I am looking for a car seat for my son. He is only three years old.
noun,Zivilstand,Bei „Zivilstand“ musst du „ledig“ ankreuzen.,You must check "single" under "Marital status".
noun,Vorteil,"Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.",The advantage of this apartment is that it is located right in the center.
noun,Stern,Heute sieht man viele Sterne am Himmel.,Today you can see many stars in the sky.
noun,Wirklichkeit,Das Buch beschreibt die Wirklichkeit um 1900 sehr gut.,The book describes the reality around 1900 very well.
noun,Wirklichkeit,"Man sagte mir, das Buch kostet nur 9 Euro. In Wirklichkeit kostet es 14 Euro.","I was told that the book only costs 9 euros. In reality, it costs 14 euros."
noun,Kreis,Die Kinder sitzen im Kindergarten im Kreis.,The children sit in a circle in the kindergarten.
noun,Kreis,Bitte malt jetzt alle einen Kreis in euer Heft.,Please draw a circle in your notebook.
noun,Kreis,Unser Ort gehört zum Kreis Neuss.,Our town belongs to the district of Neuss.
verb,bestehen,Das Modul Lesen besteht aus fünf Teilen.,The reading module consists of five parts.
verb,bestehen,Ich habe die Prüfung bestanden!,I passed the exam!
verb,bestehen,Ich bestehe auf einer Erklärung,I insist on an explanation
noun,Störung,Entschuldigen Sie bitte die Störung.,We apologize for the inconvenience.
other,hässlich,Das ist aber eine hässliche Lampe!,What an ugly lamp that is!
other,hässlich,Dieses Kleid finde ich hässlich.,I think this dress is ugly.
noun,Zigarette,Wie viele Zigaretten rauchst du am Tag?,How many cigarettes do you smoke a day?
other,mutig,"Es war sehr mutig von dir, deine Meinung laut zu sagen.",It was very brave of you to speak your mind out loud.
verb,(sich) ausruhen,Sie ruhen sich von der Arbeit aus.,They rest from their work.
verb,(sich) ausruhen,Bist du gut ausgeruht?,Are you well rested?
noun,Unglück,Bei dem Unglück gab es viele Verletzte.,Many people were injured in the accident.
other,eng,Die Jacke ist mir zu eng.,The jacket is too tight for me.
other,eng,Wir arbeiten mit dieser Firma eng zusammen.,We work closely with this company.
other,üben,Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.,I'm currently learning to play the guitar. I practise for two hours every day.
noun,"Wissenschaftler, Wissenschaftlerin",Sie ist Wissenschaftlerin an der Universität.,She is a scientist at the university.
noun,Reaktion,Diese Reaktion ist typisch für ihn.,This reaction is typical for him.
noun,Dusche,Wir haben leider nur noch ein Zimmer mit Dusche.,"Unfortunately, we only have one room left with a shower."
noun,Dusche,Unsere Wohnung hat nur eine Dusche.,Our apartment only has a shower.
noun,"Mitarbeiter, Mitarbeiterin",Unsere Firma hat sieben Mitarbeiter.,Our company has seven employees.
other,befreit,Studenten und Studentinnen sind von den Rundfunk-Gebühren befreit.,Students are exempt from broadcasting fees.
